"cbsacode","num_counties","cbsatitle","num_munis","num_local","pop_muni","pop_total","hhi_pop_muni","hhi_pop_total"
24260,3,"Grand Island, NE",17,27,63403,67396,0.685979810254446,0.607594622938296
24300,1,"Grand Junction, CO",5,5,83912,83912,0.663761606493838,0.663761606493838
24330,1,"Grand Rapids, MN",16,55,22676,40249,0.276286083906616,0.101425952201058
24340,5,"Grand Rapids-Wyoming-Kentwood, MI",44,134,530853,1191227,0.179852821070535,0.0442852316444724
24420,1,"Grants Pass, OR",2,2,41435,41435,0.905032581806467,0.905032581806467
24460,1,"Great Bend, KS",9,31,20259,26249,0.545678848613793,0.330270066718524
24500,1,"Great Falls, MT",4,4,61566,61566,0.962743096789301,0.962743096789301
24540,1,"Greeley, CO",26,26,318389,318389,0.158327697135324,0.158327697135324
24580,3,"Green Bay, WI",20,66,251804,330005,0.214697937408872,0.127325803936307
24600,1,"Greencastle, IN",6,19,14392,51371,0.509134896293753,0.126138893164731
24620,1,"Greeneville, TN",4,4,21444,21444,0.555803869587956,0.555803869587956
24640,1,"Greenfield, MA",1,26,17241,70604,1,0.103418124250402
24660,3,"Greensboro-High Point, NC",25,25,551506,551506,0.34107733541973,0.34107733541973
24700,1,"Greensburg, IN",5,14,15013,41333,0.672860576274735,0.216289004972486
24740,1,"Greenville, MS",5,5,36034,36034,0.653964953557257,0.653964953557257
24780,1,"Greenville, NC",10,10,113870,113870,0.619947088689054,0.619947088689054
24820,1,"Greenville, OH",19,39,24611,76208,0.297323474055953,0.0959354705007708
24860,4,"Greenville-Anderson-Greer, SC",27,27,302076,302076,0.111257367124216,0.111257367124216
24900,2,"Greenwood, MS",8,8,17887,17887,0.627179533602564,0.627179533602564
24940,2,"Greenwood, SC",10,10,34477,34477,0.445190861912951,0.445190861912951
24980,2,"Grenada, MS",4,4,18230,18230,0.527722034141068,0.527722034141068
25060,4,"Gulfport-Biloxi, MS",13,13,259369,259369,0.144134080843738,0.144134080843738
25100,1,"Guymon, OK",7,7,17438,17438,0.53700685920032,0.53700685920032
25180,3,"Hagerstown-Martinsburg, MD-WV",13,13,77234,77234,0.382178403523354,0.382178403523354
25200,3,"Hailey, ID",9,9,21000,21000,0.26325641723356,0.26325641723356
25220,1,"Hammond, LA",8,8,37535,37535,0.344482369982501,0.344482369982501
25260,1,"Hanford-Corcoran, CA",4,4,122109,122109,0.326185633866579,0.326185633866579
25300,2,"Hannibal, MO",6,6,23051,23051,0.575998744372341,0.575998744372341
25420,3,"Harrisburg-Carlisle, PA",37,103,162370,597460,0.129244348572694,0.0351649421374843
25460,2,"Harrison, AR",13,13,16926,16926,0.613440543973071,0.613440543973071
25500,2,"Harrisonburg, VA",8,8,72923,72923,0.513527300094633,0.513527300094633
25540,2,"Hartford-West Hartford-East Hartford, CT",4,56,241569,1148947,0.380601649178373,0.0367365843499295
25580,3,"Hastings, NE",22,38,33964,37884,0.54956232555379,0.443145325642216
25620,3,"Hattiesburg, MS",8,8,66100,66100,0.539940310490913,0.539940310490913
25700,1,"Hays, KS",4,13,24118,30112,0.752626389857629,0.490395855914046
25720,2,"Heber, UT",14,14,43016,43016,0.230361384403757,0.230361384403757
25740,3,"Helena, MT",5,5,39244,39244,0.718775927355009,0.718775927355009
25770,1,"Hemlock Farms, PA",2,13,3535,59952,0.565658268797177,0.125119739840445
25775,2,"Henderson, KY",9,9,35476,35476,0.620791572516264,0.620791572516264
25780,1,"Henderson, NC",3,3,15183,15183,0.970177494580607,0.970177494580607
25820,1,"Hereford, TX",1,1,14779,14779,1,1
25840,2,"Hermiston-Pendleton, OR",17,17,65310,65310,0.186982555266087,0.186982555266087
25850,1,"Hermitage, PA",17,48,58000,109972,0.167958439357907,0.0570103764647014
25860,4,"Hickory-Lenoir-Morganton, NC",24,24,148715,148715,0.133275246810038,0.133275246810038
25880,1,"Hillsdale, MI",9,27,14870,47607,0.342256453486821,0.0654590529798393
25940,2,"Hilton Head Island-Bluffton-Port Royal, SC",6,6,108914,108914,0.246078595531667,0.246078595531667
25980,2,"Hinesville, GA",8,8,45608,45608,0.614562688389956,0.614562688389956
26020,1,"Hobbs, NM",5,5,57023,57023,0.530556798525614,0.530556798525614
26090,1,"Holland, MI",9,33,22488,114283,0.165231081463139,0.0384009299709506
26140,1,"Homosassa Springs, FL",2,2,11026,11026,0.57331122661148,0.57331122661148
26220,1,"Hood River, OR",2,2,9724,9724,0.756005297845378,0.756005297845378
26300,1,"Hot Springs, AR",4,4,39270,39270,0.942363153007111,0.942363153007111
26340,2,"Houghton, MI",8,27,16877,44177,0.29586539773609,0.0855186812018782
26380,2,"Houma-Bayou Cane-Thibodaux, LA",4,4,52499,52499,0.483149873652094,0.483149873652094
26420,10,"Houston-Pasadena-The Woodlands, TX",128,128,3886417,3886417,0.353535487602437,0.353535487602437
26460,1,"Hudson, NY",5,23,11979,67859,0.308141586591684,0.0610863030906737
26500,1,"Huntingdon, PA",18,48,13483,43889,0.292886107430593,0.0544421223500651
26540,1,"Huntington, IN",6,18,22200,58917,0.601204845385927,0.214879651249186
26580,8,"Huntington-Ashland, WV-KY-OH",34,48,140679,198124,0.146997868176436,0.086311753915575
26620,2,"Huntsville, AL",11,11,314050,314050,0.519516182168541,0.519516182168541
26660,1,"Huntsville, TX",3,3,47807,47807,0.938004477530775,0.938004477530775
26700,1,"Huron, SD",8,43,15280,19065,0.868645005276719,0.559887257480224
26740,1,"Hutchinson, KS",15,46,48152,68804,0.685050897520592,0.343309753333476
26780,1,"Hutchinson, MN",9,23,26914,36735,0.35281846019729,0.195360389373462
26820,3,"Idaho Falls, ID",16,16,99397,99397,0.492307790701513,0.492307790701513
26860,1,"Indiana, PA",14,38,22749,82886,0.384522936667737,0.0780476052511387
26900,11,"Indianapolis-Carmel-Greenwood, IN",87,196,1782606,3849358,0.2589063005535,0.0664541657386337
26980,2,"Iowa City, IA",19,19,146667,146667,0.308412018833239,0.308412018833239
27020,2,"Iron Mountain, MI-WI",3,18,15396,30380,0.378924487409585,0.145497366905309
27060,1,"Ithaca, NY",7,16,46082,119534,0.494187220554474,0.138345670079819
27100,1,"Jackson, MI",7,26,37032,165735,0.720821070550883,0.0970306237225854
27140,8,"Jackson, MS",44,44,380981,380981,0.183215939234555,0.183215939234555
27180,4,"Jackson, TN",20,20,114921,114921,0.369406731027248,0.369406731027248
27220,2,"Jackson, WY-ID",4,4,15535,15535,0.527780439923596,0.527780439923596
27260,5,"Jacksonville, FL",16,16,1067907,1067907,0.800358536868706,0.800358536868706
27300,2,"Jacksonville, IL",17,17,28163,28163,0.420517034177231,0.420517034177231
27340,1,"Jacksonville, NC",5,5,84423,84423,0.750834180665543,0.750834180665543
27380,1,"Jacksonville, TX",8,8,23142,23142,0.432306045167992,0.432306045167992
27420,1,"Jamestown, ND",11,73,16780,21560,0.881542843586141,0.536541183769848
27460,1,"Jamestown-Dunkirk, NY",15,42,68088,153845,0.23675163862117,0.0669625160542242
27500,1,"Janesville-Beloit, WI",8,28,124432,164446,0.374444426224984,0.219412356653093
27540,1,"Jasper, IN",5,17,26367,69916,0.468878164752559,0.147884466091519
27600,1,"Jefferson, GA",8,8,45290,45290,0.235435582793373,0.235435582793373
27620,4,"Jefferson City, MO",25,25,78419,78419,0.333564060309328,0.333564060309328
27700,1,"Jesup, GA",3,3,11138,11138,0.796445342440087,0.796445342440087
27740,3,"Johnson City, TN",6,6,101393,101393,0.52165161467962,0.52165161467962
27780,1,"Johnstown, PA",33,63,58240,132274,0.124608568961516,0.0435746963584888
27860,2,"Jonesboro, AR",18,18,108731,108731,0.541122095851269,0.541122095851269
27900,3,"Joplin, MO-KS",48,62,134875,143592,0.186872102858429,0.165392844853741
27940,1,"Juneau, AK",1,1,31973,31973,1,1
28020,1,"Kalamazoo-Portage, MI",9,24,133840,268898,0.434257249380031,0.135342104686745
28060,1,"Kalispell, MT",3,3,40147,40147,0.486786289543772,0.486786289543772
28100,1,"Kankakee, IL",19,36,78822,185423,0.201746344827872,0.105226037687417
28140,13,"Kansas City, MO-KS",163,239,2008014,2106407,0.0964055259407623,0.0876867710185445
28260,2,"Kearney, NE",14,28,44575,51249,0.589621347750881,0.448937889993018
28300,1,"Keene, NH",1,23,23106,77329,1,0.125744443300966
28340,1,"Kendallville, IN",7,20,22238,69465,0.280856584719893,0.0850913248918225
28380,1,"Kennett, MO",10,18,20135,47852,0.31059826923173,0.138830228711896
28420,2,"Kennewick-Richland, WA",9,9,257320,257320,0.265135296168479,0.265135296168479
28450,1,"Kenosha, WI",7,12,158203,168730,0.426525685732041,0.375926978712249
28500,1,"Kerrville, TX",2,2,26290,26290,0.871588234979218,0.871588234979218
28540,1,"Ketchikan, AK",2,2,8419,8419,0.913370400248388,0.913370400248388
28580,1,"Key West-Key Largo, FL",5,5,44331,44331,0.432184270164171,0.432184270164171
28620,1,"Kill Devil Hills, NC",6,6,20278,20278,0.238444639143093,0.238444639143093
28660,3,"Killeen-Temple, TX",19,19,383732,383732,0.239067941631419,0.239067941631419
28680,1,"Kingsland, GA",3,3,38664,38664,0.473624570964011,0.473624570964011
28700,5,"Kingsport-Bristol, TN-VA",18,18,136328,136328,0.232691387397907,0.232691387397907
28740,1,"Kingston, NY",4,24,39762,198613,0.424144808686783,0.0615182630604634
28780,1,"Kingsville, TX",1,1,25069,25069,1,1
28820,1,"Kinston, NC",3,3,22675,22675,0.757347639637318,0.757347639637318
28860,2,"Kirksville, MO",10,10,20383,20383,0.743627412690118,0.743627412690118
28880,2,"Kiryas Joel-Poughkeepsie-Newburgh, NY",33,74,250587,838613,0.0782740042552912,0.0260367533382365
28900,1,"Klamath Falls, OR",5,5,24812,24812,0.793862813048628,0.793862813048628
28940,9,"Knoxville, TN",33,33,379225,379225,0.28076760172003,0.28076760172003
29020,1,"Kokomo, IN",3,14,63382,147069,0.888756964677458,0.273713891242095
29060,1,"Laconia, NH",1,11,17025,64460,1,0.134726102307829
29100,3,"La Crosse-Onalaska, WI-MN",24,74,113323,170019,0.256603260632685,0.118797771920671
29180,4,"Lafayette, LA",23,23,235978,235978,0.285926938037488,0.285926938037488
29200,4,"Lafayette-West Lafayette, IN",21,71,136399,361108,0.378889562121803,0.118809853891812
29260,1,"La Grande, OR",8,8,19587,19587,0.475739482091059,0.475739482091059
29300,2,"LaGrange, GA-AL",9,9,58803,58803,0.34211565653123,0.34211565653123
29340,2,"Lake Charles, LA",11,11,132609,132609,0.407544296757813,0.407544296757813
29380,1,"Lake City, FL",2,2,13106,13106,0.911383879985121,0.911383879985121
29420,1,"Lake Havasu City-Kingman, AZ",4,4,136858,136858,0.338003558578156,0.338003558578156
29460,1,"Lakeland-Winter Haven, FL",17,17,294172,294172,0.209999442937151,0.209999442937151
29470,1,"Lake of the Woods, VA",2,2,6591,6591,0.659534073131959,0.659534073131959
29540,1,"Lancaster, PA",19,60,158072,553676,0.164205955570229,0.0341606038246448
29620,3,"Lansing-East Lansing, MI",26,74,225350,483638,0.300460410684777,0.0851949482647374
29660,1,"Laramie, WY",2,2,31878,31878,0.986354508891518,0.986354508891518
29700,1,"Laredo, TX",3,3,263059,263059,0.948554391506255,0.948554391506255
29740,1,"Las Cruces, NM",5,5,142049,142049,0.650385914552495,0.650385914552495
29780,2,"Las Vegas, NM",3,3,14803,14803,0.799000532148194,0.799000532148194
29820,1,"Las Vegas-Henderson-North Las Vegas, NV",5,5,1279138,1279138,0.365454161704831,0.365454161704831
29860,2,"Laurel, MS",8,8,25257,25257,0.49618392811434,0.49618392811434
29900,1,"Laurinburg, NC",4,4,16509,16509,0.84759489682445,0.84759489682445
29940,1,"Lawrence, KS",4,13,107179,131286,0.795613352055964,0.537970083091479
29980,1,"Lawrenceburg, TN",4,4,14832,14832,0.643403576002323,0.643403576002323
30020,2,"Lawton, OK",14,14,105647,105647,0.745791588642182,0.745791588642182
30060,1,"Lebanon, MO",4,4,15969,15969,0.890895316419881,0.890895316419881
30140,1,"Lebanon, PA",8,25,47374,143434,0.359373517825775,0.074466901172246
30150,4,"Lebanon-Claremont, NH-VT",6,99,30655,226082,0.42251631953158,0.0237501671256467
30180,1,"Le Mars, IA",11,11,17307,17307,0.401557119146793,0.401557119146793
30260,1,"Lewisburg, PA",4,14,9669,42568,0.423991390867693,0.0987429730261048
30280,1,"Lewisburg, TN",3,3,15485,15485,0.669175087831204,0.669175087831204
30300,2,"Lewiston, ID-WA",6,6,44610,44610,0.623798654316638,0.623798654316638
30340,1,"Lewiston-Auburn, ME",2,14,60650,111034,0.521525131493188,0.177276604760613
30380,1,"Lewistown, PA",6,16,11901,46136,0.544182112291119,0.103900940303934
30420,2,"Lexington, NE",9,9,19489,19489,0.355992964909395,0.355992964909395
30460,6,"Lexington-Fayette, KY",12,12,440910,440910,0.548264329057849,0.548264329057849
30500,2,"Lexington Park, MD",3,3,13345,13345,0.385313002864719,0.385313002864719
30580,1,"Liberal, KS",2,5,19977,22084,0.966830353680322,0.795277452598124
30620,1,"Lima, OH",9,21,52859,118661,0.487979358123494,0.137109324111811
30660,1,"Lincoln, IL",11,28,18833,46825,0.497286127287994,0.141942211589141
30700,2,"Lincoln, NE",23,23,315549,315549,0.861115636288867,0.861115636288867
30780,6,"Little Rock-North Little Rock-Conway, AR",46,46,555875,555875,0.175192483194392,0.175192483194392
30820,1,"Lock Haven, PA",8,29,15087,37465,0.332978993374628,0.0838694353975896
30860,2,"Logan, UT-ID",25,25,138480,138480,0.18917441314648,0.18917441314648
30900,1,"Logansport, IN",5,19,21388,58951,0.739722152103525,0.205680027889546
30980,4,"Longview, TX",23,23,166835,166835,0.276571856155615,0.276571856155615
31020,1,"Longview-Kelso, WA",5,5,62542,62542,0.421899495786601,0.421899495786601
31080,2,"Los Angeles-Long Beach-Anaheim, CA",122,122,11866079,11866079,0.113355922473805,0.113355922473805
31140,12,"Louisville/Jefferson County, KY-IN",138,179,1191004,1462059,0.431970913726883,0.290287915067975
31180,6,"Lubbock, TX",24,24,310959,310959,0.707416984975164,0.707416984975164
31220,1,"Ludington, MI",5,20,9717,30013,0.652656989128659,0.112387897162954
31260,1,"Lufkin, TX",6,6,46827,46827,0.552094424124533,0.552094424124533
31300,1,"Lumberton, NC",15,15,33136,33136,0.34750368183995,0.34750368183995
31340,5,"Lynchburg, VA",7,7,94291,94291,0.709420818514753,0.709420818514753
31380,1,"Macomb, IL",10,29,20765,47593,0.545933806057478,0.21049026613557
31420,5,"Macon-Bibb County, GA",6,6,166604,166604,0.886547924406554,0.886547924406554
31500,1,"Madison, IN",4,14,16321,49462,0.614900962136314,0.217935103422421
31540,4,"Madison, WI",57,141,552619,680383,0.251476251464658,0.16659867917992
31580,1,"Madisonville, KY",9,9,26862,26862,0.53701090871883,0.53701090871883
31620,1,"Magnolia, AR",5,5,13487,13487,0.688186206062327,0.688186206062327
31680,1,"Malvern, AR",6,6,12481,12481,0.742596648516193,0.742596648516193
31700,1,"Manchester-Nashua, NH",2,31,206586,424079,0.506939656981928,0.138906056456664
31740,3,"Manhattan, KS",19,64,93580,150320,0.404532771395258,0.168985162768602
31820,1,"Manitowoc, WI",12,30,57737,81850,0.40343607176209,0.206222118697544
31860,2,"Mankato, MN",16,52,84705,103605,0.3301078558247,0.222109205690711
31900,1,"Mansfield, OH",9,27,74302,151828,0.441062036630528,0.128765939665932
31930,1,"Marietta, OH",7,29,22765,62098,0.437773953440671,0.0874106608110919
31940,2,"Marinette, WI-MI",12,44,28722,65939,0.253684180739621,0.0642766748421308
31980,1,"Marion, IN",10,23,45775,112038,0.409463788429204,0.127338375946056
32000,1,"Marion, NC",2,2,8467,8467,0.826018349621522,0.826018349621522
32020,1,"Marion, OH",8,23,39591,104882,0.822314090319954,0.296174759783227
32060,1,"Marion-Herrin, IL",15,15,45252,45252,0.235944556071706,0.235944556071706
32100,1,"Marquette, MI",3,22,31206,66103,0.488309817990827,0.138688170635729
32140,1,"Marshall, MN",11,31,20247,25231,0.474094815432335,0.307518063826245
32180,1,"Marshall, MO",12,12,18020,18020,0.578780865014948,0.578780865014948
32260,1,"Marshalltown, IA",13,13,32679,32679,0.706230368132125,0.706230368132125
32280,1,"Martin, TN",5,5,17965,17965,0.393139063656959,0.393139063656959
32300,2,"Martinsville, VA",2,2,14263,14263,0.900864917460928,0.900864917460928
32340,1,"Maryville, MO",15,30,13559,34719,0.644281926723417,0.279046633866861
32380,2,"Mason City, IA",17,17,42299,42299,0.448206599729575,0.448206599729575
32390,1,"Massena-Ogdensburg, NY",11,43,43266,141338,0.18164097077556,0.0511702146737164
32460,1,"Mayfield, KY",2,2,10547,10547,0.896739718816231,0.896739718816231
32540,1,"McAlester, OK",14,14,26135,26135,0.502268541412891,0.502268541412891
32580,1,"McAllen-Edinburg-Mission, TX",22,22,625112,625112,0.127611527622077,0.127611527622077
32620,2,"McComb, MS",5,5,17358,17358,0.521358760362308,0.521358760362308
32660,1,"McMinnville, TN",4,4,14998,14998,0.857008813781296,0.857008813781296
32700,1,"McPherson, KS",8,33,22972,35678,0.405205529377511,0.178827340688684
32740,1,"Meadville, PA",16,51,27222,83351,0.274280164289278,0.0477788267500864
32780,1,"Medford, OR",11,11,157926,157926,0.340031387355794,0.340031387355794
32820,9,"Memphis, TN-MS-AR",51,51,1068801,1068801,0.358563174109654,0.358563174109654
32860,1,"Menomonie, WI",8,30,21355,45547,0.627279450126774,0.157785821274498
32900,1,"Merced, CA",6,6,194078,194078,0.303528844679964,0.303528844679964
32940,2,"Meridian, MS",7,7,40097,40097,0.742080855825016,0.742080855825016
33020,1,"Mexico, MO",8,8,16270,16270,0.548428376554373,0.548428376554373
33060,1,"Miami, OK",8,8,18725,18725,0.496147259630553,0.496147259630553
33100,3,"Miami-Fort Lauderdale-West Palm Beach, FL",104,104,4252054,4252054,0.0300793542106888,0.0300793542106888
33140,1,"Michigan City-La Porte, IN",11,32,66610,179000,0.352544467331085,0.105365739583658
33180,1,"Middlesborough, KY",2,2,10935,10935,0.742223275961019,0.742223275961019
33220,1,"Midland, MI",3,19,44491,84373,0.912393500967252,0.271327452381919
33260,2,"Midland, TX",2,2,133974,133974,0.961236916631707,0.961236916631707
33300,1,"Milledgeville, GA",1,1,17165,17165,1,1
33340,4,"Milwaukee-Waukesha, WI",63,90,1446632,1566724,0.167646594037997,0.143222627630265
33380,1,"Minden, LA",11,11,21210,21210,0.364410247450285,0.364410247450285
33420,1,"Mineral Wells, TX",5,5,16840,16840,0.786774102775317,0.786774102775317
33460,15,"Minneapolis-St. Paul-Bloomington, MN-WI",212,371,3400027,3682342,0.0328204540378644,0.0280487296521198
33500,3,"Minot, ND",30,155,56840,76320,0.709022129478354,0.397768209629322
33540,2,"Missoula, MT",3,3,76211,76211,0.964059199700067,0.964059199700067
33580,3,"Mitchell, SD",10,50,18611,25566,0.709719227702618,0.379788593977021
33620,1,"Moberly, MO",8,8,16532,16532,0.71547488658762,0.71547488658762
33660,1,"Mobile, AL",11,11,249975,249975,0.559813813820626,0.559813813820626
33700,1,"Modesto, CA",9,9,441626,441626,0.295274459700651,0.295274459700651
33740,4,"Monroe, LA",19,19,89234,89234,0.319305647427512,0.319305647427512
33780,1,"Monroe, MI",8,23,33420,163592,0.409236351733249,0.0949835527072941
33860,4,"Montgomery, AL",19,19,286541,286541,0.504425977109298,0.504425977109298
33900,1,"Monticello, IN",7,19,11463,36114,0.293405591577905,0.129394825353663
33910,1,"Monticello, NY",6,21,15734,95540,0.337992512775432,0.100034830168229
33940,1,"Montrose, CO",4,4,23595,23595,0.773154355966585,0.773154355966585
33980,1,"Morehead City, NC",11,11,31135,31135,0.168181162918499,0.168181162918499
34020,1,"Morgan City, LA",5,5,29858,29858,0.252817674187214,0.252817674187214
34060,2,"Morgantown, WV",15,15,43810,43810,0.462910009455972,0.462910009455972
34100,2,"Morristown, TN",6,6,46899,46899,0.470858150773857,0.470858150773857
34140,1,"Moscow, ID",9,9,30409,30409,0.726243275897813,0.726243275897813
34180,1,"Moses Lake, WA",14,14,55538,55538,0.265804883752319,0.265804883752319
34220,1,"Moultrie, GA",6,6,17392,17392,0.70975703836382,0.70975703836382
34260,1,"Mountain Home, AR",8,8,18145,18145,0.533196520694831,0.533196520694831
34300,1,"Mountain Home, ID",2,2,17530,17530,0.863167826713166,0.863167826713166
34340,1,"Mount Airy, NC",4,4,17437,17437,0.433487399853673,0.433487399853673
34380,1,"Mount Pleasant, MI",4,20,25060,68552,0.728444327389206,0.144834960649284
34420,3,"Mount Pleasant, TX",10,10,27762,27762,0.375210064205165,0.375210064205165
34460,3,"Mount Sterling, KY",7,7,13075,13075,0.374240572663228,0.374240572663228
34500,1,"Mount Vernon, IL",9,25,19311,56188,0.573584031293846,0.139908736197783
34540,1,"Mount Vernon, OH",7,29,24774,68132,0.490685657062701,0.0893383519193124
34580,1,"Mount Vernon-Anacortes, WA",8,8,77928,77928,0.300334216796594,0.300334216796594
34620,1,"Muncie, IN",7,18,83910,181708,0.626108320056954,0.264224331206736
34660,1,"Murray, KY",2,2,17709,17709,0.956061305586117,0.956061305586117
34680,1,"Murrells Inlet, SC",3,3,11015,11015,0.626050211313793,0.626050211313793
34700,1,"Muscatine, IA",8,8,32305,32305,0.551240169697959,0.551240169697959
34740,1,"Muskegon-Norton Shores, MI",11,27,90480,180646,0.26840511988913,0.095075974158165
34780,1,"Muskogee, OK",13,13,46045,46045,0.648114046510634,0.648114046510634
34820,1,"Myrtle Beach-Conway-North Myrtle Beach, SC",8,8,88288,88288,0.297201592021535,0.297201592021535
34860,1,"Nacogdoches, TX",5,5,34386,34386,0.87360049585241,0.87360049585241
34880,1,"Nantucket, MA",0,1,0,14491,0,1
34900,1,"Napa, CA",5,5,114356,114356,0.515875557612729,0.515875557612729
34940,1,"Naples-Marco Island, FL",3,3,35708,35708,0.494421759800241,0.494421759800241
34980,14,"Nashville-Davidson--Murfreesboro--Franklin, TN",55,55,1588585,1588585,0.218205774181412,0.218205774181412
35020,3,"Natchez, MS-LA",6,6,23261,23261,0.402707138528993,0.402707138528993
35060,1,"Natchitoches, LA",9,9,20717,20717,0.730640554092067,0.730640554092067
35100,3,"New Bern, NC",20,20,63467,63467,0.323507961700618,0.323507961700618
35140,1,"Newberry, SC",7,7,13687,13687,0.605883831992051,0.605883831992051
35220,1,"New Castle, IN",15,28,25547,74482,0.482733331559129,0.160728267940842
35300,1,"New Haven, CT",5,16,303282,570275,0.299243643066558,0.112636586054571
35340,1,"New Iberia, LA",3,3,33357,33357,0.724423163825651,0.724423163825651
35380,3,"New Orleans-Metairie, LA",9,9,485994,485994,0.621793996935619,0.621793996935619
35420,1,"New Philadelphia-Dover, OH",19,41,54285,116177,0.185009850608082,0.0612573168408715
35440,1,"Newport, OR",7,7,30026,30026,0.257568006437761,0.257568006437761
35460,1,"Newport, TN",2,2,7139,7139,0.939477748016146,0.939477748016146
35580,1,"New Ulm, MN",7,23,20405,25832,0.51590690862401,0.325452490212144
35620,18,"New York-Newark-Jersey City, NY-NJ",376,547,13587249,20686896,0.390423765590455,0.171810643132942
35660,1,"Niles, MI",17,39,47369,160785,0.142761069289573,0.0504834931380145
35700,1,"Nogales, AZ",2,2,20559,20559,0.925831755297076,0.925831755297076
35740,3,"Norfolk, NE",14,14,36237,36237,0.486629674941806,0.486629674941806
35820,2,"North Platte, NE",9,9,26210,26210,0.772107156691303,0.772107156691303
35840,2,"North Port-Bradenton-Sarasota, FL",9,9,242757,242757,0.228346673216665,0.228346673216665
35900,1,"North Wilkesboro, NC",3,3,8253,8253,0.454287980259105,0.454287980259105
35940,1,"Norwalk, OH",8,27,37953,68106,0.281567370960352,0.100554643259257
35980,1,"Norwich-New London-Willimantic, CT",6,24,81879,299193,0.367618992560783,0.075211070446397
36020,1,"Oak Harbor, WA",3,3,27816,27816,0.795739010489987,0.795739010489987
36100,1,"Ocala, FL",5,5,72582,72582,0.786559915866155,0.786559915866155
36180,1,"Ocean Pines, MD",4,4,18477,18477,0.283751689065746,0.283751689065746
36220,1,"Odessa, TX",2,2,112711,112711,0.995962438714335,0.995962438714335
36260,3,"Ogden, UT",31,31,619425,619425,0.0663707960789799,0.0663707960789799
36340,1,"Oil City, PA",11,31,24076,49943,0.261337878354475,0.0866142587460503
36380,1,"Okeechobee, FL",1,1,5347,5347,1,1
36420,7,"Oklahoma City, OK",77,77,1308343,1308343,0.297621737107599,0.297621737107599
36460,1,"Olean, NY",11,43,30289,85482,0.262305449437022,0.053650784546627
36500,1,"Olympia-Lacey-Tumwater, WA",7,7,151973,151973,0.298143428623424,0.298143428623424
36540,7,"Omaha, NE-IA",78,107,740525,771565,0.449653416290758,0.414313271477466
36580,1,"Oneonta, NY",10,34,19491,65106,0.431947222846796,0.0660693736510311
36620,2,"Ontario, OR-ID",8,8,33427,33427,0.236198745700249,0.236198745700249
36660,1,"Opelousas, LA",12,12,35337,35337,0.276683749111636,0.276683749111636
36700,1,"Orangeburg, SC",17,17,19664,19664,0.416297495027942,0.416297495027942
36740,4,"Orlando-Kissimmee-Sanford, FL",36,36,1120010,1120010,0.10337651972068,0.10337651972068
36780,1,"Oshkosh-Neenah, WI",6,21,137348,173136,0.312751846048061,0.200835539049763
36820,1,"Oskaloosa, IA",9,9,14967,14967,0.605445460782524,0.605445460782524
36830,1,"Othello, WA",5,5,11281,11281,0.626187499872801,0.626187499872801
36837,3,"Ottawa, IL",52,118,106545,253959,0.0791720072284953,0.0294404612412009
36840,1,"Ottawa, KS",8,24,16923,30305,0.572259220464561,0.197389403082629
36900,1,"Ottumwa, IA",7,7,28223,28223,0.809324133094517,0.809324133094517
36940,1,"Owatonna, MN",4,17,30378,37349,0.761747982400488,0.506776047457277
36980,2,"Owensboro, KY",6,6,63368,63368,0.897521981044636,0.897521981044636
37020,1,"Owosso, MI",11,27,28502,71635,0.301595696994964,0.0752426922642227
37060,2,"Oxford, MS",6,6,31766,31766,0.704202721318612,0.704202721318612
37100,1,"Oxnard-Thousand Oaks-Ventura, CA",10,10,746923,746923,0.165953963762488,0.165953963762488
37120,1,"Ozark, AL",10,10,27564,27564,0.317224226607484,0.317224226607484
37140,5,"Paducah, KY-IL",15,15,38396,38396,0.494625502550168,0.494625502550168
37260,1,"Palatka, FL",5,5,15144,15144,0.508135449604557,0.508135449604557
37300,1,"Palestine, TX",3,3,21147,21147,0.793074113122609,0.793074113122609
37340,1,"Palm Bay-Melbourne-Titusville, FL",16,16,389650,389650,0.178997340781454,0.178997340781454
37420,2,"Pampa, TX",4,4,18061,18061,0.83464687267467,0.83464687267467
37460,2,"Panama City-Panama City Beach, FL",12,12,103226,103226,0.199461914543291,0.199461914543291
37500,1,"Paragould, AR",5,5,32755,32755,0.836377073223325,0.836377073223325
37540,1,"Paris, TN",4,4,11556,11556,0.806012688105334,0.806012688105334
37580,2,"Paris, TX",12,12,35722,35722,0.485819867566799,0.485819867566799
37620,2,"Parkersburg-Vienna, WV",5,5,44494,44494,0.498285034854362,0.498285034854362
37740,1,"Payson, AZ",6,6,28566,28566,0.408343209728507,0.408343209728507
37800,1,"Pella, IA",9,9,21744,21744,0.363036976258893,0.363036976258893
37860,2,"Pensacola-Ferry Pass-Brent, FL",5,5,72943,72943,0.570802386549806,0.570802386549806
37900,5,"Peoria, IL",58,133,284768,645608,0.182207558737184,0.0655313535297573
37940,1,"Peru, IN",6,20,14081,50162,0.634088943966947,0.132648404250568
37950,1,"Petoskey, MI",4,20,8773,35808,0.490786141416633,0.0946005420828472
37980,10,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",163,373,2628113,5729305,0.362784601834999,0.0790554826508135
38060,2,"Phoenix-Mesa-Chandler, AZ",33,33,4406705,4406705,0.170575849825164,0.170575849825164
38100,1,"Picayune, MS",2,2,14606,14606,0.688242330488715,0.688242330488715
