r,obs,mmean,lo,hi,cbsa,gamma
0,2.142690590186477e-5,1.2289260129344506e-5,1.0995104055271717e-5,1.378690276796406e-5,28140,7.640003133900711e-6
250,9.481594705869492e-6,3.4380291252389205e-6,2.710155266510669e-6,4.052294153759234e-6,28140,5.429300552110258e-6
500,1.276281394148697e-5,5.0287926739414255e-6,4.267917957699505e-6,5.894148808793175e-6,28140,6.868665132693795e-6
1000,1.4533950921848344e-5,7.435484240671276e-6,6.427483543428904e-6,8.542584686577371e-6,28140,5.991366235270972e-6
0,3.030293943843113e-5,2.5868631854280564e-5,2.0413071086176932e-5,3.377767935766601e-5,24340,0
250,2.0476112102678206e-5,9.19790866756988e-6,7.52785560093386e-6,1.1264035688464378e-5,24340,9.212076414213828e-6
500,2.367302236332044e-5,7.342141388316936e-6,4.916265299553425e-6,1.0007244842475837e-5,24340,1.3665777520844602e-5
1000,1.670845544693703e-5,9.98136565022165e-6,7.5136275358718264e-6,1.3693460997305333e-5,24340,3.014994449631698e-6
0,3.557020235329708e-5,1.8900918707438678e-05,1.714680129892566e-5,2.1149440808215742e-5,18140,1.442076154508134e-5
250,6.5194408849252356e-06,3.1625668217992864e-6,2.678452752326004e-6,3.5784864832026326e-6,18140,2.940954401722603e-6
500,1.358453941408697e-5,5.916319976495693e-6,5.1631885295073195e-6,6.851887827701223e-6,18140,6.732651586385746e-6
1000,1.6386581320290423e-5,8.690791217649729e-6,7.6184800271561595e-6,9.76012921677333e-6,18140,6.626452103517093e-6
0,5.4927383266639025e-5,2.335626938859352e-5,1.997853644300621e-5,2.6627469098683303e-5,40900,2.8299914167955722e-5
250,9.286515217039297e-6,4.333203687990581e-6,3.704583206179132e-6,4.866101117704493e-6,40900,4.420414099334804e-6
500,1.3526636204966334e-5,6.877266370687503e-6,5.86558359061666e-6,7.851166151199344e-6,40900,5.67547005376699e-6
1000,9.947927295551578e-6,7.598526684008918e-6,6.804713640745762e-6,8.818242541135804e-6,40900,1.1296847544157745e-6
0,2.6088837678331e-5,1.5127457196575548e-5,1.3247214069026633e-5,1.674258257054665e-5,41700,9.346255107784349e-6
250,6.429390873606246e-6,3.6644624879654496e-6,3.117801937840937e-6,4.26644271303157e-6,41700,2.1629481605746757e-6
500,8.097406154728135e-6,3.6073450609148e-6,2.994600600107716e-6,4.251584456270191e-6,41700,3.8458216984579435e-6
1000,1.0575798183798898e-5,5.398876336425507e-6,4.581917157682584e-6,6.408777812293634e-6,41700,4.167020371505264e-6
0,3.833891400827362e-5,2.251552976146953e-5,2.0106985446932657e-5,2.5203834160936586e-5,41620,1.3135079847337034e-5
250,1.9306256277672076e-5,7.52214173462538e-6,6.11462205562577e-6,9.188743895011312e-6,41620,1.0117512382660763e-5
500,3.1382529542578216e-5,1.2389227483047852e-5,1.051620823826124e-5,1.4292094078867661e-5,41620,1.7090435463710556e-5
1000,2.195926205657901e-5,1.8081163056197036e-5,1.6223408279366502e-5,2.0891976844046438e-5,41620,1.067285212532572e-6
0,5.877295246552042e-5,2.7053617052338604e-5,2.1494134782489573e-5,3.393877924167762e-5,40380,2.48341732238428e-5
250,1.6601123824619465e-5,6.2451685164347385e-6,5.048311288197044e-6,7.76123700861017e-6,40380,8.839886816009295e-6
500,2.5544471477213365e-5,8.983862498961783e-6,6.510170699086457e-6,1.2412332059261571e-5,40380,1.3132139417951793e-5
1000,2.49685433612193e-5,1.3935848346819827e-5,1.1048612830448409e-5,1.6542151887281542e-5,40380,8.426391473937756e-6
0,3.555634263961779e-5,1.9148334431883425e-5,1.360317087390601e-5,2.5410255256975437e-5,15380,1.0146087382642355e-5
250,2.5131546457569296e-5,7.695118989463851e-6,5.6297248256244465e-6,1.000738341286138e-5,15380,1.5124163044707916e-5
500,2.767617952338828e-5,7.076995955418006e-6,4.890557421938859e-6,9.704208339292863e-6,15380,1.7971971184095415e-5
1000,3.209035932298485e-5,1.0091953396673512e-5,7.82008544720398e-6,1.3575614678166983e-5,15380,1.851474464481787e-5
0,3.6017968891088444e-5,2.268985501180507e-5,1.798572286487539e-5,3.095130289486483e-5,31140,5.0666659962236125e-6
250,2.0648892027121737e-5,7.719909898317294e-6,5.887282978745496e-6,9.629939602138997e-6,31140,1.101895242498274e-5
500,2.8413723046839572e-5,8.443093353675566e-6,6.318406013072902e-6,1.0954531458137798e-5,31140,1.7459191588701775e-5
1000,3.013527716734328e-5,1.3654787090488558e-5,1.0520859831138273e-5,1.6920141121109817e-5,31140,1.3215136046233464e-5
0,2.5904514436556404e-5,2.7488800710663482e-5,2.0318528465773797e-5,3.661634189144683e-5,46140,0
250,1.6919151698561463e-5,1.0745108120499732e-5,7.81948968710973e-6,1.4510075206569762e-5,46140,2.409076491991701e-6
500,1.5891123228305534e-5,7.426970947410708e-6,5.572833022960086e-6,1.0287666679249461e-5,46140,5.603456549056073e-6
1000,1.874038730375766e-5,1.1620496664156193e-5,8.488062589475961e-6,1.5905180917206117e-5,46140,2.8352063865515418e-6
0,4.120794584955112e-5,2.149492625619903e-5,1.8730503317325902e-5,2.6060275024751204e-5,27260,1.5147670824799917e-5
250,7.930590837277817e-6,5.13687223051837e-6,4.498995539900374e-6,5.9421520513081695e-6,27260,1.9884387859696476e-6
500,7.5306582350186e-6,4.727208589989356e-6,3.809392097406966e-6,5.695902894499646e-6,27260,1.8347553405189542e-6
1000,1.0896711853866594e-5,8.111704100707987e-6,6.624108383337839e-6,9.566584025669588e-6,27260,1.3301278281970062e-6
0,4.418495832703418e-5,4.879186870435455e-5,4.300113258227675e-5,5.736251761149219e-5,37100,0
250,1.332983218107145e-5,1.5587935608246288e-5,1.3170915031657032e-5,1.9128299544938188e-5,37100,0
500,1.660357040266918e-5,2.5576126112014553e-5,2.174492100799122e-5,3.0172065132024403e-5,37100,0
1000,1.981470020010612e-5,2.2689343547868978e-5,1.790912296573054e-5,2.7749195999408975e-5,37100,0
0,3.3951395827635033e-5,1.9327967832927164e-5,1.5688701860256996e-5,2.3972574940008447e-5,36420,9.978820887626586e-6
250,1.2625668407123887e-5,5.862023346218657e-6,4.831461441634496e-6,7.177858468122085e-6,36420,5.447809939001802e-6
500,1.0705756008780592e-5,4.724968610163143e-6,3.655776956946617e-6,6.132041013720392e-6,36420,4.5737149950602005e-6
1000,1.1625756847530126e-5,8.388157277590506e-6,6.649517683155804e-6,1.0326605762499951e-5,36420,1.2991510850301752e-6
0,3.133407688201087e-5,2.1985807862786077e-5,1.9324051492034445e-5,2.5077197113203913e-5,47260,6.256879768806958e-6
250,8.969194365775885e-6,4.62387947801227e-6,4.0038945291043865e-6,5.239266114922972e-6,47260,3.7299282508529133e-6
500,1.2959996854100311e-5,7.361838071617029e-6,6.304684578507164e-6,8.26325774893311e-6,47260,4.696739105167201e-6
1000,1.1911757138115147e-5,1.1346621460788754e-5,9.477316729957197e-6,1.4456281681674178e-5,47260,0
0,4.79047232885356e-5,2.2926732071261576e-5,1.9963963646215926e-5,2.589909079584368e-5,40060,2.200563249269192e-5
250,1.3803767248704596e-5,6.324882716636034e-6,5.226613867893816e-6,7.669026170153632e-6,40060,6.134741078550964e-6
500,2.135509292112133e-5,9.605259527585505e-6,7.806783053314703e-6,1.1481717179731068e-5,40060,9.873375741390262e-6
1000,2.069029894413322e-5,1.0892627803272208e-5,8.816952424735746e-6,1.3309175357360498e-5,40060,7.381123586772724e-6
0,3.752278152674331e-5,2.842685850761975e-5,2.599307854015519e-5,3.069853007855983e-5,39580,6.824251448183477e-6
250,5.5979621444736205e-6,4.413247158889778e-6,3.6366002643818744e-6,5.005813913091373e-6,39580,5.921482313822473e-7
500,1.0159550049693327e-5,6.957044010070115e-6,6.172172394498089e-6,7.809579420593476e-6,39580,2.3499706290998512e-6
1000,1.206184580799615e-5,8.396773299495397e-6,7.487031059943304e-6,9.597909880065038e-6,39580,2.4639359279311118e-06
0,3.173524307647895e-5,2.0839093139261736e-5,1.6590458468132008e-5,2.663708738813907e-5,35380,5.0981556883398795e-6
250,3.328311236653795e-5,1.0074100053472455e-5,7.36581471459751e-6,1.2916415259710149e-5,35380,2.03666971068278e-5
500,4.097162474819381e-5,1.1681152810166009e-5,8.260965204917667e-6,1.697678963924901e-5,35380,2.39948351089448e-5
1000,2.5086644471959377e-5,1.3332666917736435e-5,1.0485275580973894e-5,1.7185012511719748e-5,35380,7.90163196023963e-6
0,8.319557124636204e-5,2.0280819301618986e-5,1.5975033834490343e-5,2.442346320410289e-5,49340,5.877210804225915e-5
250,2.6213580854662015e-5,8.101437162722752e-6,6.595009723321831e-6,9.895127584149513e-6,49340,1.6318453270512502e-5
500,1.2196825855077971e-5,4.622437290980333e-6,3.482019597159515e-6,6.285870349781411e-6,49340,5.91095550529656e-6
1000,2.4746804222472925e-5,7.422272467032406e-6,5.304491567633931e-6,1.050962291648126e-5,49340,1.4237181305991665e-5
0,2.5922546040712886e-5,2.373638002854014e-5,1.7533090617026804e-5,3.2247226782297177e-5,24860,0
250,1.4512456685787297e-5,9.476742885255262e-6,7.086378350963984e-6,1.1941514963656817e-5,24860,2.57094172213048e-6
500,1.7772739487651654e-5,5.6534427520520985e-6,3.7655690613341633e-6,8.325019640119689e-6,24860,9.447719847531965e-6
1000,1.923387114141774e-5,8.498198896566593e-6,5.891676982269358e-6,1.1494164298063648e-5,24860,7.739706843354093e-6
0,3.6151970144342715e-5,2.7202110435296685e-5,2.1938024280776827e-5,3.568812741497856e-5,10420,4.6384272936415556e-7
250,1.7199115176210575e-5,9.933139631909513e-6,7.751668757133573e-6,1.2507327816600377e-5,10420,4.691787359610198e-6
500,1.1993447557052198e-5,7.5296651968471046e-6,5.198043319522907e-6,1.0038306670911987e-5,10420,1.9551408861402115e-6
1000,1.4774645031695384e-5,1.4789107304571304e-5,1.0841809962320521e-5,1.8648958753633727e-5,10420,0
0,6.792324927293977e-5,2.6612735400873493e-5,1.919863703775009e-5,3.9596975824447395e-5,42220,2.832627344849237e-5
250,5.2269783077227584e-5,1.4824447058163e-5,1.0918104836965656e-5,2.1668751245390894e-5,42220,3.060103183183669e-5
500,3.982773758067324e-5,8.924125189200502e-6,5.907520768832235e-6,1.4395092710607126e-5,42220,2.5432644870066112e-5
1000,3.519408271257755e-5,1.2431979256998817e-5,8.405298759445102e-6,1.6514679719842892e-5,42220,1.867940299273466e-5
0,1.1788168661543297e-4,3.255801250904038e-5,2.5624301569050335e-5,3.994683558413897e-5,19430,7.793485103129401e-5
250,2.8963197505691987e-5,9.195012941359943e-6,7.335024666576078e-6,1.1599630811844697e-5,19430,1.736356669384729e-5
500,2.3947154547191155e-5,8.99844826476277e-6,6.5967932591049214e-6,1.1231556857232382e-5,19430,1.2715597689958774e-5
1000,3.5469788491549656e-5,1.2669967823720622e-5,1.0178936976416507e-5,1.4606965999657888e-5,19430,2.0862822491891768e-5
0,3.8340206476088826e-5,2.214556997416526e-5,1.6522199078917765e-5,2.891702875028933e-5,24660,9.423177725799495e-6
250,1.660478688085118e-5,1.016647203822565e-5,7.654292420413841e-6,1.3054147617747792e-5,24660,3.550639263103388e-6
500,1.8264768821368477e-5,8.642729338481051e-6,5.128276063851236e-6,1.215244372958563e-5,24660,6.112325091782846e-6
1000,1.884882178135145e-5,1.072262753049089e-5,7.400173087029127e-6,1.5238001409489367e-5,24660,3.6108203718620827e-6
0,5.096028021617243e-5,1.8790108417504027e-5,1.5188923882743432e-5,2.2697844918062408e-5,13820,2.8262435298110022e-5
250,2.21149936854968e-5,7.4786396767838945e-6,5.912939528302652e-6,9.067850829930263e-6,13820,1.3047142855566537e-5
500,2.9223703649799134e-5,8.582626204734292e-6,6.400843026206211e-6,1.1832111164518953e-5,13820,1.739159248528018e-5
1000,2.555677137533632e-5,1.0475628280070534e-5,8.474000941353426e-6,1.2620769731096502e-5,13820,1.293600164423982e-5
0,3.10453050611288e-5,1.9225174461442197e-5,1.3511383691712449e-5,2.869442346510756e-5,10900,2.3508815960212414e-6
250,1.8294050813980337e-5,9.607818091213306e-6,6.939448845127066e-6,1.27801170521592e-5,10900,5.513933761821138e-6
500,1.6684543822166378e-5,6.856636332373395e-6,4.752833239538657e-6,9.978790488992982e-6,10900,6.7057533331733955e-6
1000,1.476331426305108e-5,1.0894085374787809e-5,7.400513891161569e-6,1.536401079646757e-5,10900,0
0,1.1664653332658202e-4,2.082084845917786e-5,1.2022365183774092e-5,3.3476937549109924e-5,29540,8.316959577747209e-5
250,6.444373531983802e-5,1.2471951080995323e-5,6.929091599470388e-6,2.0672042408853103e-5,29540,4.377169291098492e-5
500,4.15828982316752e-5,8.219565049337749e-6,5.661390229823722e-6,1.241314852864354e-5,29540,2.916974970303166e-5
1000,3.221576907390619e-5,1.0935902745084092e-5,6.576497183570824e-6,1.6316003559406e-5,29540,1.5899765514500193e-5
0,7.465900110550577e-5,2.954941801045174e-5,2.517940382756571e-5,3.4123307518808756e-5,31540,4.053569358669702e-5
250,3.0480605761009695e-5,1.0751703456902686e-5,8.59745015722169e-6,1.3277271345035398e-5,31540,1.7203334415974297e-5
500,4.467460541124462e-5,1.6479789572621948e-5,1.3205606107608156e-5,2.118643029621504e-5,31540,2.348817511502958e-5
1000,3.424079114298756e-5,1.4208877432789078e-5,1.1771068427433819e-5,1.7070329224697093e-5,31540,1.7170461918290466e-5
0,5.108289417131187e-5,1.8900905869540057e-5,1.3990174756993934e-5,2.6151190010043636e-5,32820,2.493170416126823e-5
250,3.369071088961343e-5,9.452254712898092e-6,7.0174324883648536e-6,1.3453420401220483e-5,32820,2.0237290488392946e-5
500,2.3105192654229338e-5,5.864328222614334e-6,3.678502768628461e-6,8.89602738090696e-6,32820,1.4209165273322377e-5
1000,2.297768683172427e-5,8.46600486091765e-6,6.387985152384666e-6,1.095455367380961e-5,32820,1.202313315791466e-5
0,5.9418361023124034e-05,3.4687000711462405e-5,2.526429977870338e-5,4.543758662017772e-5,38860,1.3980774402946315e-5
250,6.409928798053891e-5,1.7063807593098728e-5,1.1882512990488407e-5,2.2868565715209793e-5,38860,4.123072226532911e-5
500,6.688507824413348e-5,1.3825063408145636e-5,7.450096494789393e-6,2.1710153377338788e-5,38860,4.517492486679469e-5
1000,4.002238725959325e-5,1.5274086894308938e-5,8.743947468072107e-6,2.1604478281684038e-5,38860,1.8417908977909215e-5
0,3.030065992576702e-5,2.1480145031052026e-5,1.719762817389769e-5,2.5654022131331187e-5,36540,4.646637794435832e-6
250,1.3661057527368758e-5,7.3410493360814404e-6,6.229465997196064e-6,8.45780939443158e-6,36540,5.2032481329371785e-6
500,1.4596687764001333e-5,1.0038548577296535e-5,7.629859228995665e-6,1.2511598844570306e-5,36540,2.085088919431027e-6
1000,1.5033543747712354e-5,1.3380489469608378e-5,1.030001218333238e-5,1.6520276298960424e-5,36540,0
0,2.1481638789473886e-5,3.8007246438640325e-5,3.193121050078338e-5,4.8211050152918144e-5,35840,0
250,9.437125409596773e-6,1.0518175158557287e-5,8.669691287944346e-6,1.2267608411984743e-5,35840,0
500,1.0665863723462783e-5,9.327354151727249e-6,7.320932654659137e-6,1.1572444397112349e-5,35840,0
1000,1.7034421116747196e-5,1.9064814703818747e-5,1.5804030784940413e-5,2.2192941264204997e-5,35840,0
0,4.2735712169959164e-5,4.668729222256603e-5,3.3489620791938374e-5,6.981224426521088e-5,14260,0
250,3.468119461081014e-5,1.5092679798400537e-5,1.1224783783318782e-5,1.818657808176892e-5,14260,1.649461652904122e-5
500,4.238684119668693e-5,1.5312278476921215e-5,1.1702868988139126e-5,2.1556507281543047e-5,14260,2.0830333915143883e-5
1000,2.8876656024693034e-5,1.9601298980391904e-5,1.5575674408046118e-5,2.522750151284721e-5,14260,3.6491545118458246e-6
0,4.348878315423707e-5,3.8365050192486915e-5,2.0160933316690155e-5,7.81468167353885e-5,45780,0
250,3.6141977732415e-5,2.2932690859348502e-5,1.2633554583620513e-5,3.981793991358098e-5,45780,0
500,3.6829929460887734e-5,9.018338341202629e-6,6.526688229317959e-6,1.2067142251831123e-5,45780,2.4762787209056612e-5
1000,2.5413299148092933e-5,9.570865801741251e-6,5.34463143694851e-6,1.3509701647094435e-5,45780,1.1903597500998498e-5
0,7.025749389552372e-5,4.005891053968114e-5,3.3918341769656144e-5,4.801705514718172e-5,10740,2.2240438748342003e-5
250,2.5383837459938433e-5,1.5080634515626784e-5,1.2484099576656238e-5,1.8225838970815355e-5,10740,7.157998489123078e-6
500,2.3641515858748394e-5,1.7920889870012825e-5,1.3981709877466355e-5,2.1164375460244556e-5,10740,2.477140398503838e-6
1000,1.8957175247419e-5,2.0395094819561366e-5,1.6553237647860828e-5,2.5604566172502775e-5,10740,0
0,2.9183979776173376e-5,2.2884800249661418e-5,1.254949895941216e-5,3.630117959730291e-5,44140,0
250,2.2623783556763344e-5,1.4347960148130912e-5,8.702841781202937e-6,2.2451564545532212e-5,44140,1.7221901123113184e-7
500,1.5115267997202818e-5,8.83836768364659e-6,5.5392600951755165e-6,1.4284730953095165e-5,44140,8.305370441076529e-7
1000,1.6267441270832166e-5,1.1380760294620522e-5,6.471340210070228e-6,1.6025513800953762e-5,44140,2.4192746987840427e-7
0,5.252630440577744e-5,3.435936712964213e-5,2.4518233546323707e-5,4.970486867618344e-5,28940,2.8214357295939998e-6
250,1.9164806478190444e-5,1.4937268857731604e-5,1.1086123002286574e-5,2.0769230843731484e-5,28940,0
500,1.3000697648946673e-5,6.3048938594998335e-6,4.5197340500512656e-6,8.328614324307569e-6,28940,4.672083324639105e-6
1000,2.1081765604971503e-5,1.00308135031025e-5,6.662750519438868e-6,1.4328923118207772e-5,28940,6.752842486763732e-6
0,1.1973511994939944e-4,6.827640269171993e-5,6.028224221535879e-5,8.160974642649152e-5,39340,3.812537352290792e-5
250,1.4654064601754134e-5,8.875135777724417e-6,7.697489777698139e-6,1.057157252881709e-5,39340,4.082492072937045e-6
500,3.1108465077944785e-5,1.6214795973066756e-5,1.286878279959817e-5,1.9671068004418196e-5,39340,1.1437397073526588e-5
1000,3.381578037117102e-5,2.3287011198869413e-5,1.944608582164058e-5,2.6957524579186763e-5,39340,6.858255791984254e-6
0,3.7505629543566096e-5,3.419231854823117e-5,2.9103022779172763e-5,4.146449930153276e-5,46060,0
250,1.6835840248107516e-5,1.263007355615414e-5,1.068975331273283e-5,1.4678432452644775e-5,46060,2.1574077954627403e-6
500,1.5075712128858033e-5,1.5228127094856614e-5,1.2136684493895906e-5,1.8354648154218418e-5,46060,0
1000,1.45823647300614e-5,1.5954698477026977e-05,1.2983923463985313e-5,2.0294280358293678e-5,46060,0
0,7.73208767194048e-5,8.557007439191821e-5,1.0894585581502368e-5,7.237605430299837e-4,21140,0
250,6.513420684850728e-5,4.171655625486425e-5,5.092232265132171e-21,1.0034185309156442e-4,21140,0
500,4.1785996984883736e-5,2.7411586966987702e-5,0,5.1601749565394463e-5,21140,0
1000,2.6677490221767387e-5,2.938842507159454e-5,0,5.688976297565657e-5,21140,0
0,4.7329965231985573e-5,2.7487283436246326e-5,2.3907060855627768e-5,3.117366103258857e-5,10580,1.6156304199397e-5
250,1.888191132642308e-5,9.199025981552279e-6,7.510952858609543e-6,1.0990937859620399e-5,10580,7.89097346680268e-6
500,1.3962864215640241e-5,8.488406995626814e-6,6.8350510398512325e-6,1.0223265945079386e-5,10580,3.739598270560855e-6
1000,1.407925990343112e-5,1.1005636368221384e-5,9.52758722652321e-6,1.2519690491480164e-5,10580,1.5595694119509567e-6
0,4.375017106370361e-5,4.244364744165618e-5,3.3021078230288785e-5,5.429601104154328e-5,16700,0
250,1.4323707688347309e-5,1.534043874266595e-5,1.1874273913862548e-5,1.9214670862938307e-5,16700,0
500,1.0605937669367293e-5,7.4634380661148215e-6,5.310588041337806e-6,1.0259329842658992e-5,16700,3.466078267083004e-7
1000,2.2565797843691706e-5,9.619563111294802e-6,6.981323352629781e-6,1.2812704043514435e-5,16700,9.75309380017727e-6
0,7.826350643676398e-5,7.00563160009553e-5,6.412881322324565e-5,7.826179917682713e-5,14500,1.707259936843523e-9
250,6.66992849973498e-5,3.4065231333732674e-5,2.8838595539340672e-5,4.112381713366315e-5,14500,2.5575467863686647e-5
500,7.049048198588213e-5,4.309914515419913e-5,3.8015280487123824e-5,5.043797574566633e-5,14500,2.0052506240215794e-5
1000,5.8022662309728045e-5,5.303077010002928e-5,4.6701904133006336e-5,5.841417226224782e-5,14500,0
0,6.571127835216376e-5,2.5710192942068256e-5,1.6461463397017594e-5,4.038316562866506e-5,49180,2.5328112723498693e-5
250,6.116645078460416e-5,1.4530589193753285e-5,1.0147981027251252e-5,2.0497160531330535e-5,49180,4.0669290253273625e-5
500,8.459877075402718e-5,9.045712996659434e-6,5.532018320088054e-6,1.5524929318475247e-5,49180,6.907384143555193e-5
1000,3.818043352817884e-5,1.0874322043235267e-5,7.030148134324754e-6,1.656712797829534e-5,49180,2.1613305549883502e-5
0,3.6167522571607115e-05,3.9712898736858035e-5,3.210400714530109e-5,5.402831045897719e-5,36260,0
250,1.638753303332051e-5,1.2656848303863092e-5,9.592331382261766e-6,1.65694175446161e-5,36260,0
500,2.2477962152728775e-5,1.8380418610661302e-5,1.313938959681358e-5,2.6010913493011943e-5,36260,0
1000,2.3474234243280333e-5,2.3233775238712637e-5,1.857367972956017e-5,2.7469467602402343e-5,36260,0
0,5.90709822796491e-5,2.825586150571681e-5,1.829830629752655e-5,4.1617505086140763e-5,48620,1.7453477193508338e-5
250,3.1700214754707566e-5,1.5574748114716687e-5,1.0011047010216345e-5,2.1561987854625953e-5,48620,1.0138226900081613e-5
500,3.307165132365787e-5,1.3237370859846544e-5,7.171592861800251e-6,2.1164909619813187e-5,48620,1.1906741703844685e-5
1000,3.6379224652133625e-5,2.2492672489734385e-5,1.4071432967051098e-5,3.597764882860221e-5,48620,4.01575823531413e-7
0,1.0406056394192876e-4,4.0782048421406516e-5,2.8679869391336352e-5,5.771736873461186e-5,45060,4.6343195207316904e-5
250,7.869681129473705e-5,2.011747380622329e-5,1.406350329314859e-5,2.916366844102251e-5,45060,4.9533142853714536e-5
500,8.288513789365135e-5,1.7110982623084328e-5,9.461451773792238e-6,2.766828554701328e-5,45060,5.521685234663807e-5
1000,4.965140287111852e-5,2.34549068064084e-5,1.5261293150174283e-5,3.3371521316745675e-5,45060,1.6279881554372847e-5
0,4.3545969049639114e-5,3.673887808824658e-5,3.184346173740591e-5,4.1362979917675786e-5,17820,2.1829891319633278e-6
250,1.795956967281955e-5,1.1231791494912183e-5,9.68348261152552e-6,1.3268607190405554e-5,17820,4.6909624824139955e-6
500,1.7131677260212205e-5,1.530485909002786e-5,1.2828868491311423e-5,1.789044972297254e-5,17820,0
1000,1.7359951791753516e-5,2.2449071812137022e-5,1.9216284406698913e-5,2.605339479054086e-5,17820,0
0,8.110859054104751e-5,5.854839455289425e-5,4.66696245065965e-5,7.196700317105478e-5,39900,9.141587369992731e-6
250,4.4206752771127716e-5,2.619994077358511e-5,2.085478285487722e-5,3.113791596220674e-5,39900,1.3068836808920975e-5
500,6.989183344941257e-5,4.236130015152496e-5,3.462151690951276e-5,5.134456594427369e-5,39900,1.8547267505138873e-5
1000,6.049142391742015e-5,4.4554189823350195e-5,3.40297833399865e-5,5.894114502046518e-5,39900,1.5502788969549728e-6
0,4.3162793305579476e-5,2.0318781062797133e-5,1.407284460805862e-5,2.460758555801989e-5,12940,1.8555207747559587e-5
250,2.0392466347913777e-5,1.0344949416747581e-5,7.368130115315763e-6,1.3207046851355228e-5,12940,7.18541949655855e-6
500,2.2934093872039544e-5,7.672780170366582e-6,4.888049987884582e-6,1.175582697829267e-5,12940,1.1178266893746873e-5
1000,3.9477943460188095e-5,1.2361639782934944e-5,8.158244285912044e-6,1.6440911718960008e-5,12940,2.3037031741228088e-5
0,2.7981734365765296e-5,1.850355028253686e-5,6.384465933434592e-6,3.858533065390578e-5,49660,0
250,2.0830758969962197e-5,1.4603604549542761e-5,6.728931439970288e-6,3.0776427924903816e-5,49660,0
500,2.2855667641034587e-5,1.0923350581699352e-5,3.831109006752765e-6,1.913126372843147e-5,49660,3.7244039126031155e-6
1000,3.493545384847628e-5,1.140869207788296e-5,3.857451663713636e-6,2.1747925649961622e-5,49660,1.3187528198514658e-5
0,1.5078413510363355e-4,6.900949255607705e-5,5.565834681203827e-5,8.215340587245545e-5,42200,6.86307292311781e-5
250,6.68245657470044e-5,4.345285202826911e-5,3.247725089107668e-5,5.4945498486622616e-5,42200,1.1879067260381786e-5
500,8.190587448289682e-5,4.089195221561724e-5,3.051949197908425e-5,5.120443171955309e-5,42200,3.0701442763343726e-5
1000,7.674745709793844e-5,4.902199293675095e-5,3.947988226012711e-5,6.0688343938602126e-5,42200,1.6059113159336315e-5
0,3.6507503916926613e-5,3.4632435117386074e-5,2.450409399895016e-5,4.580664693607751e-5,11700,0
250,4.3564878160106025e-5,1.8480486648665887e-5,1.2926238090888293e-5,2.3713701633574924e-5,11700,1.98511765265311e-5
500,5.790545361399279e-5,1.480576792649435e-5,9.112027692789986e-6,2.3532780776082396e-5,11700,3.4372672837910396e-5
1000,3.6829515074815254e-5,1.6893924197305364e-5,9.729036747821186e-6,2.491324104915263e-5,11700,1.1916274025662624e-5
0,7.311964856638079e-5,1.9896085828469183e-5,9.068374063934592e-6,3.272301900860831e-5,25860,4.039662955777248e-5
250,6.533138289578856e-5,1.5803945104015127e-5,6.455253878380749e-6,2.536713525304471e-5,25860,3.9964247642743855e-5
500,5.9915949202038745e-5,1.2104347141360536e-5,4.0155142244668116e-6,2.2832004709300015e-5,25860,3.708394449273873e-5
1000,4.038504724082317e-5,1.5064828671615263e-5,6.937924286120924e-6,2.9736192880191034e-5,25860,1.0648854360632138e-5
0,8.683257908207854e-5,4.53422668368069e-5,3.477231836862017e-5,5.599532361801023e-5,44060,3.0837255464068305e-5
250,6.0528664210995253e-5,2.6676363956593044e-5,1.9030962327461976e-5,3.827863006635619e-5,44060,2.2250034144639067e-5
500,5.455750072045465e-5,3.082870409952106e-5,1.922943230652375e-5,4.1678239625684194e-5,44060,1.2879261094770455e-5
1000,5.044478480565857e-5,2.8906621255104893e-5,2.0438848685954087e-5,4.131436671708598e-5,44060,9.130418088572588e-6
0,4.408735254998303e-5,4.996912963247974e-5,2.492690152307436e-5,1.1271022022785727e-4,40420,0
250,3.281222942371261e-5,3.6821704874018974e-5,2.1331261069664638e-5,6.50363466711969e-5,40420,0
500,1.6886428677719882e-5,2.6440984696510655e-5,1.4547337583863327e-5,4.025026281578227e-5,40420,0
1000,2.6675606980648125e-5,2.3438299447494112e-5,9.392685429382026e-6,4.152164693582803e-5,40420,0
0,9.71012856734998e-5,4.8473442935437306e-5,3.899389729030771e-5,6.014631331864548e-5,46520,3.6954972354854314e-5
250,1.0468373647377938e-4,4.099959628076206e-5,3.059934221634942e-5,5.1408679959160625e-5,46520,5.327505651461876e-5
500,4.984292100809852e-5,4.5969971715178306e-5,3.5040633589709035e-5,6.025160797497729e-5,46520,0
1000,3.4823088637600266e-5,4.794628084537262e-5,3.969451221333099e-5,5.81915021442327e-5,46520,0
0,2.7085382401708866e-5,3.133540485262167e-5,1.9063062227844917e-5,4.715901549551641e-5,23420,0
250,2.8493491298182428e-5,2.1382973625909895e-5,1.4652830726145749e-5,2.939047277556587e-5,23420,0
500,3.7544328533601824e-5,1.9007360576242315e-5,1.1043009000066696e-5,2.7598897717892362e-5,23420,9.945430815709462e-6
1000,3.625538958547107e-5,2.0484581152717027e-5,1.1816808251812148e-5,3.159310419418803e-5,23420,4.662285391283045e-6
0,5.587091559195075e-5,3.625134208396087e-5,2.9101817581182576e-5,4.5011819551695476e-5,19780,1.0859096040255276e-5
250,1.9886763559474284e-5,1.0699026599167729e-5,8.613087896959404e-6,1.2855383255700005e-5,19780,7.031380303774279e-6
